age,department,job_level,monthly_income,years_at_company,work_life_balance,job_involvement,satisfaction_class
52,Marketing,1,7802,27,3,2,0
35,Finance,5,9057,18,1,4,1
28,Marketing,5,9615,21,2,2,0
39,Sales,3,9762,10,1,1,0
30,Marketing,3,8543,13,1,2,0
54,HR,2,11325,12,4,4,1
26,HR,4,7883,2,3,3,1
39,HR,4,10050,26,2,2,0
35,Finance,2,7959,15,3,2,0
32,HR,4,3666,14,4,4,1
50,Finance,1,3276,25,4,4,1
29,Finance,4,3881,10,2,4,1
30,Marketing,2,5060,22,2,2,0
50,Sales,4,5082,8,4,1,0
28,Marketing,5,9702,25,2,4,1
43,Marketing,3,3158,15,1,3,0
44,Finance,1,8229,13,1,2,0
57,Finance,5,10956,8,4,3,1
44,HR,5,10514,21,3,3,1
36,HR,2,10803,21,2,1,0
25,Marketing,3,5526,22,2,3,0
50,Engineering,3,11302,14,1,4,1
38,Engineering,1,10803,1,2,4,1
35,HR,2,9574,13,3,2,1
37,Engineering,1,11733,27,2,1,0
27,HR,4,4138,8,2,1,0
57,Finance,5,10257,18,1,3,0
30,Marketing,1,6283,22,2,1,0
34,Sales,5,10762,9,4,3,1
29,Marketing,2,10896,13,4,3,1
47,HR,4,5419,3,3,1,0
34,HR,2,4756,18,3,2,0
26,Marketing,4,5306,10,3,3,1
37,HR,4,10630,5,3,4,1
26,Engineering,5,9263,27,1,4,1
44,Engineering,2,8008,25,2,1,0
25,HR,2,8247,6,1,1,0
33,HR,1,11914,8,3,3,1
41,Engineering,2,5570,24,2,3,0
33,HR,1,8807,7,4,4,1
35,HR,3,10812,21,1,3,0
39,Marketing,3,3324,18,2,4,1
48,Sales,3,10487,14,4,3,1
59,Engineering,2,8645,15,4,2,1
54,Marketing,2,4945,10,3,2,0
55,Sales,1,7486,26,4,4,1
29,HR,4,5430,21,4,2,1
38,HR,1,6510,12,3,2,0
35,Marketing,3,3845,7,2,1,0
33,HR,1,3567,28,2,3,0
58,Finance,4,5179,28,3,1,0
36,Marketing,2,5019,7,1,4,0
59,Sales,1,6319,11,3,1,0
59,Marketing,3,5320,13,2,4,1
25,Engineering,3,4646,15,1,2,0
46,Marketing,2,6909,18,3,1,0
53,HR,1,11015,7,2,2,0
32,HR,4,6420,6,2,3,1
35,Finance,2,3356,23,2,2,0
38,Finance,1,10485,11,4,3,1
54,Finance,5,6081,8,4,2,1
59,Sales,3,5280,20,1,1,0
45,Finance,4,7131,1,1,1,0
29,Sales,4,8123,8,1,2,0
43,Finance,4,10422,8,4,4,1
38,Sales,3,5787,19,1,4,0
50,Marketing,1,7209,3,2,3,0
28,Marketing,2,9540,5,2,3,1
49,HR,1,3465,3,1,2,0
49,Sales,2,4487,15,1,1,0
42,Engineering,4,7942,14,4,3,1
32,HR,1,7597,21,2,2,0
38,Marketing,4,7536,15,3,3,1
56,Sales,5,3325,24,3,1,0
57,Finance,4,7162,17,4,3,1
47,Engineering,4,3303,18,4,2,1
39,Marketing,2,8067,2,4,3,1
57,HR,5,8024,12,2,4,1
49,Sales,4,10715,16,1,3,0
41,Engineering,4,11340,4,1,1,0
57,Sales,5,5631,25,4,1,0
26,Finance,5,9391,2,2,1,0
38,HR,1,11287,28,3,1,0
30,Sales,2,5369,14,4,2,1
30,Marketing,5,3528,11,2,3,0
27,HR,5,7675,13,4,3,1
31,Marketing,3,4663,28,2,3,0
32,Sales,5,6364,25,2,3,0
39,HR,2,5341,7,4,2,1
53,Marketing,4,9656,10,1,1,0
57,Finance,4,7905,24,4,3,1
54,Finance,4,11884,1,1,3,0
51,Sales,4,8950,29,1,1,0
53,HR,3,4360,21,3,4,1
57,Engineering,5,8127,25,2,4,1
51,HR,4,8562,28,4,1,0
57,Finance,1,11730,4,2,3,1
28,Marketing,4,8777,18,3,1,0
46,Engineering,5,6925,6,1,3,0
26,Sales,4,11463,2,4,3,1
34,Engineering,3,11001,3,2,4,1
29,Sales,2,4028,14,3,4,1
34,Engineering,2,9018,8,1,3,0
57,Sales,5,4242,16,1,3,0
37,Sales,2,11784,19,2,3,1
55,Engineering,2,10119,18,1,4,1
48,Engineering,1,7210,6,3,3,1
39,Sales,5,9406,14,1,1,0
53,Finance,5,6377,3,4,2,1
32,Engineering,2,7071,16,4,2,1
29,HR,2,4440,1,2,3,0
53,Marketing,2,6626,12,3,1,0
28,Sales,3,3184,14,1,3,0
36,Sales,4,7996,19,1,1,0
26,Marketing,3,11412,22,1,4,1
51,Finance,5,11031,19,4,4,1
55,Marketing,1,8563,9,3,3,1
50,Engineering,4,6188,7,1,4,1
51,Marketing,1,5945,14,2,3,0
29,Sales,5,9765,5,3,2,1
44,Marketing,5,5474,18,3,1,0
35,HR,1,9787,9,1,1,0
34,Engineering,1,11792,21,4,2,1
30,Marketing,1,7599,7,3,2,0
32,Sales,5,9274,9,2,2,0
47,Engineering,2,7313,4,3,2,1
50,Sales,1,5218,25,4,4,1
36,Finance,4,4152,17,2,1,0
50,HR,5,3056,12,4,1,0
37,Finance,3,3143,6,1,2,0
42,HR,3,10218,18,3,3,1
49,Marketing,4,11559,8,2,3,1
57,Engineering,2,9361,21,4,3,1
36,Marketing,1,3615,15,1,3,0
28,HR,5,11062,3,2,4,1
29,HR,1,8977,2,3,1,0
32,HR,5,9984,24,3,1,0
52,Sales,3,11890,23,4,1,1
55,Engineering,1,7971,9,2,3,0
33,Marketing,4,8781,8,1,2,0
53,Marketing,2,3944,27,1,3,0
38,Finance,4,10078,4,1,1,0
46,HR,2,4746,2,4,3,1
35,HR,1,8783,14,1,2,0
47,HR,1,9907,29,2,2,0
25,Marketing,2,11625,2,4,3,1
45,Finance,3,5926,2,3,1,0
50,Sales,5,4089,27,4,4,1
47,Engineering,4,5957,28,4,1,0
25,Sales,4,5612,22,4,4,1
39,Marketing,4,9047,7,2,1,0
45,HR,1,9249,12,3,3,1
33,Engineering,4,6759,6,3,4,1
33,Marketing,5,10718,18,4,1,1
34,Marketing,5,7263,4,4,3,1
50,Marketing,2,4902,19,4,1,0
59,Engineering,1,5567,27,2,2,0
49,Engineering,5,11075,13,2,2,0
50,Finance,3,5994,20,1,1,0
35,Finance,1,8229,21,3,3,1
26,Sales,1,5010,23,1,1,0
31,Engineering,5,10377,25,1,3,0
42,Engineering,3,3830,27,4,4,1
51,Engineering,2,3048,2,2,2,0
58,Finance,5,7210,8,1,4,1
51,Marketing,3,4178,19,1,3,0
41,HR,1,8768,9,1,1,0
48,Finance,3,10878,26,4,2,1
49,Engineering,1,3070,28,4,3,1
31,Finance,5,10686,4,2,3,1
30,Sales,5,10879,16,1,2,0
48,Engineering,4,8455,19,1,1,0
57,Sales,4,11258,10,2,2,0
53,Engineering,4,8612,6,2,1,0
46,Finance,5,8769,16,2,1,0
50,Marketing,2,4777,10,3,3,1
52,HR,5,10380,13,2,1,0
45,Sales,3,5228,9,4,1,0
31,Finance,5,11804,7,3,2,1
41,Marketing,5,11888,4,2,2,0
44,Finance,1,9746,19,4,1,0
44,Sales,1,9391,26,2,3,0
46,HR,1,5406,4,2,2,0
52,Finance,5,11440,19,3,4,1
31,Engineering,2,3637,28,4,3,1
25,Marketing,3,11090,19,1,2,0
56,Finance,3,3949,12,2,2,0
37,Marketing,2,6587,13,3,4,1
54,Engineering,2,4111,25,4,1,0
47,HR,3,11367,4,2,2,0
43,HR,4,3722,25,1,4,0
56,Engineering,1,6842,28,4,4,1
54,Marketing,1,6674,10,4,2,1
53,Finance,3,7866,21,3,3,1
53,Engineering,2,3702,7,2,2,0
54,Sales,4,5128,5,2,4,1
40,Marketing,3,7233,17,4,2,1
43,HR,1,5517,18,2,3,0
42,Engineering,5,4149,11,4,1,0
25,HR,2,4878,15,1,1,0
38,Marketing,5,3309,21,3,2,0
26,HR,3,6952,22,2,2,0
52,Engineering,1,10728,7,2,4,1
54,Marketing,4,6049,18,3,3,1
28,Sales,5,8766,26,1,4,1
25,Engineering,4,9412,25,1,4,1
32,Finance,1,7865,6,1,1,0
53,Engineering,5,3015,18,1,4,0
27,Marketing,4,3605,16,1,4,0
56,Engineering,4,7908,2,4,1,1
34,Sales,5,11006,19,2,1,0
34,Sales,1,9412,1,2,3,1
43,Finance,4,11605,25,2,3,1
58,HR,3,7120,26,4,3,1
57,Marketing,5,11507,11,3,2,1
47,Marketing,2,7666,20,1,1,0
52,HR,2,7820,5,3,2,1
56,Sales,1,10835,16,1,2,0
31,Sales,3,4849,23,1,3,0
53,Engineering,4,4953,1,3,1,0
32,Finance,2,11580,19,2,2,0
25,Finance,1,5769,14,4,4,1
27,Finance,3,6046,3,3,4,1
48,Engineering,3,10594,2,2,1,0
47,Finance,1,9840,24,1,2,0
32,HR,1,8066,5,2,3,1
27,Engineering,4,5415,17,1,2,0
57,HR,1,5389,28,1,4,0
52,Engineering,4,8924,18,2,4,1
32,Finance,4,11495,1,1,3,0
58,HR,5,3763,15,4,1,0
59,HR,3,10541,22,2,2,0
56,HR,3,3815,9,3,4,1
48,Engineering,3,9255,27,1,2,0
38,Marketing,5,3877,23,1,3,0
56,Finance,4,10173,5,4,3,1
40,HR,4,10073,28,4,1,1
28,Marketing,1,7798,13,3,3,1
45,Finance,5,9989,19,1,1,0
38,Finance,1,8039,28,3,2,0
55,HR,5,9324,28,3,4,1
42,HR,1,5823,24,1,4,0
31,Engineering,2,8287,10,3,1,0
34,Marketing,3,6285,20,3,4,1
31,Marketing,3,10433,25,4,1,1
57,HR,4,9174,21,4,1,1
47,Finance,2,7826,14,3,2,0
45,HR,3,6664,22,1,2,0
43,Finance,4,3497,21,4,3,1
43,Finance,2,10641,26,3,1,0
53,HR,3,7643,12,2,2,0
42,Sales,1,8056,11,2,1,0
26,Marketing,5,3131,23,3,1,0
25,Finance,2,8443,7,2,1,0
29,Finance,4,3857,17,4,2,1
44,Sales,2,11712,18,1,1,0
35,Engineering,4,11221,7,3,1,0
26,Sales,2,9147,24,4,3,1
27,Sales,4,7604,20,1,1,0
47,Finance,3,4558,6,2,3,0
36,Marketing,1,3015,11,2,1,0
44,Sales,3,6605,12,2,3,0
29,Engineering,1,4607,26,2,2,0
54,HR,3,8935,16,4,2,1
33,Sales,3,5016,19,4,4,1
58,Sales,2,6574,23,1,1,0
59,Engineering,5,10274,27,3,4,1
46,Marketing,4,6791,19,1,4,0
48,Sales,4,9406,11,3,3,1
41,Sales,4,4088,16,2,2,0
34,Marketing,1,4361,23,2,1,0
54,Engineering,4,7473,28,2,1,0
47,Sales,4,8294,27,2,3,0
56,Marketing,2,10106,12,4,4,1
41,Sales,3,10319,27,1,3,0
41,HR,4,11667,8,3,4,1
38,Finance,5,11520,3,3,1,0
33,HR,4,4186,2,4,3,1
26,Sales,1,6414,28,2,4,1
49,Engineering,1,8486,6,1,3,0
33,Finance,1,6536,16,2,2,0
46,HR,4,4773,20,4,3,1
28,Marketing,2,8415,24,3,1,0
50,Engineering,5,5558,29,4,3,1
53,HR,4,8907,15,3,1,0
58,Marketing,2,8079,14,1,1,0
47,Sales,2,9724,2,3,3,1
35,Marketing,4,8420,20,1,3,0
30,HR,4,6291,18,2,3,0
42,HR,2,6524,14,2,2,0
45,Sales,2,6504,18,4,2,1
58,Marketing,2,11998,2,1,4,1
41,Marketing,4,8989,1,2,3,1
49,Sales,2,5666,20,1,4,0
36,Marketing,1,11596,2,2,4,1
47,Sales,4,10140,9,2,1,0
46,Engineering,1,11785,9,3,4,1
45,HR,3,9895,16,4,3,1
51,Engineering,4,7107,11,3,2,1
55,Finance,3,6280,27,1,4,0
30,Finance,2,5212,23,2,4,1
51,Finance,2,11078,6,4,2,1
58,Sales,5,10601,12,2,4,1
36,Marketing,2,3613,3,2,3,0
31,Engineering,3,3868,12,3,4,1
34,Engineering,2,3811,23,1,1,0
41,Engineering,4,7862,1,4,4,1
50,Engineering,2,7177,9,4,1,0
45,Finance,5,4744,20,4,2,1
52,Engineering,2,5256,22,1,2,0
26,Marketing,3,10612,6,4,4,1
25,Finance,3,11713,11,1,4,1
50,Engineering,2,10196,3,4,2,1
53,Sales,3,8423,4,2,1,0
45,HR,3,8089,29,1,2,0
35,HR,5,9608,27,3,2,1
35,HR,4,4469,10,4,1,0
59,Finance,5,5675,19,3,2,0
58,Engineering,1,4513,29,1,4,0
48,Finance,5,7876,6,2,4,1
46,Marketing,2,4451,1,3,2,0
29,Sales,4,7654,8,3,4,1
57,Sales,2,6007,8,2,3,0
44,HR,1,6124,25,2,2,0
43,HR,4,4753,6,1,3,0
59,HR,3,4612,17,4,2,1
41,Engineering,5,6275,19,3,2,0
58,Marketing,2,11747,1,3,3,1
33,Marketing,1,5049,15,1,2,0
50,Marketing,3,3824,13,4,4,1
26,Marketing,5,6030,21,1,3,0
33,HR,3,4081,3,3,2,0
33,Sales,5,8299,2,3,4,1
41,HR,4,3492,3,2,3,0
25,Marketing,3,7764,9,2,3,1
49,HR,3,10202,27,4,4,1
49,Marketing,3,11266,16,3,2,1
59,Finance,4,6360,24,3,2,0
27,Sales,1,11562,13,2,3,1
54,Finance,5,7682,19,1,1,0
58,Engineering,3,3328,27,1,2,0
36,HR,4,11968,18,3,2,1
43,Engineering,1,7674,21,3,4,1
41,HR,5,7316,12,4,1,1
34,Finance,4,8803,28,4,1,0
36,Marketing,5,6325,29,2,3,0
40,Marketing,3,11379,12,3,4,1
48,HR,1,4214,1,1,4,0
43,Marketing,4,10556,20,4,2,1
32,Finance,1,11722,8,2,3,1
55,Marketing,3,6136,17,2,2,0
45,Finance,1,9618,21,1,1,0
41,Engineering,1,8265,28,4,4,1
47,Finance,2,10089,20,1,3,0
40,Sales,1,10965,22,2,2,0
30,Sales,5,11708,7,3,2,1
32,Sales,4,9569,9,1,1,0
49,HR,2,4491,17,2,4,1
42,HR,4,8213,27,3,1,0
49,HR,4,7228,10,3,2,1
36,Finance,3,10508,4,4,4,1
39,HR,3,7409,22,4,4,1
50,Engineering,2,3590,26,2,1,0
50,Sales,3,10379,7,1,4,1
56,Finance,3,6056,7,3,1,0
34,Sales,3,5206,8,4,4,1
40,HR,4,5708,26,4,4,1
31,Finance,2,8981,24,1,3,0
41,Marketing,4,8722,24,4,4,1
47,Engineering,5,3747,8,2,2,0
50,HR,4,11992,16,1,3,0
45,HR,5,9553,12,3,1,0
46,Engineering,1,4497,15,2,2,0
31,Engineering,1,4379,8,3,1,0
38,Marketing,5,11871,22,3,1,0
39,HR,5,10360,9,4,2,1
31,HR,4,6770,3,2,1,0
33,Sales,5,6342,22,2,3,0
32,Finance,2,4546,21,1,2,0
47,Finance,1,6126,16,2,1,0
53,Sales,1,8889,15,1,1,0
42,Finance,5,9208,24,2,4,1
55,Engineering,3,11875,4,3,4,1
54,Finance,3,4295,20,1,1,0
59,Finance,5,4385,29,2,2,0
42,Sales,2,3942,16,1,3,0
41,Marketing,3,6280,10,4,1,0
38,Finance,5,4033,11,4,1,0
55,Finance,2,5786,26,1,1,0
48,Marketing,2,5233,29,1,4,0
59,Sales,4,4620,5,3,2,0
58,Marketing,2,6535,11,2,1,0
27,Sales,3,6205,29,4,4,1
50,Engineering,3,5882,13,4,1,0
47,Sales,5,3170,15,2,1,0
39,Engineering,5,11140,6,4,2,1
28,Engineering,2,6897,16,4,4,1
53,Sales,1,7122,15,1,3,0
46,HR,4,8109,11,4,2,1
49,Sales,1,5837,20,4,3,1
37,Finance,2,11599,2,4,4,1
42,Finance,2,8228,28,2,4,1
57,HR,1,7169,28,3,3,1
40,Engineering,4,9721,2,1,4,1
26,HR,1,3679,12,3,2,0
59,Finance,5,10429,16,4,1,1
58,HR,3,8487,19,4,3,1
54,Sales,5,3236,2,4,1,0
37,HR,3,9804,17,3,3,1
37,Engineering,2,5423,14,2,1,0
42,Sales,4,4032,24,2,1,0
56,Marketing,1,9339,28,1,2,0
56,Finance,4,5940,16,3,1,0
59,Finance,1,8409,5,2,3,1
53,HR,5,6132,10,1,1,0
53,Sales,5,10080,17,4,4,1
40,Marketing,1,7942,13,4,1,0
34,Sales,4,9961,16,1,1,0
54,Finance,1,10730,9,2,4,1
49,Sales,2,3633,24,3,4,1
44,Marketing,5,9822,4,1,3,0
29,HR,2,7103,24,2,4,1
25,Engineering,5,9487,29,1,4,1
54,Sales,5,6446,28,2,3,0
27,Engineering,3,8738,29,4,3,1
38,Finance,2,6098,26,1,1,0
54,HR,2,11097,16,3,2,1
28,HR,3,8476,23,1,3,0
42,Sales,4,11253,27,4,4,1
49,HR,2,8181,11,4,1,1
25,Sales,1,4817,7,2,4,1
39,Sales,3,11824,17,4,3,1
33,Engineering,2,7887,22,2,2,0
39,HR,4,5598,13,4,1,0
48,Sales,2,5653,4,2,3,0
28,Engineering,5,4454,14,3,3,1
36,Marketing,1,4138,10,2,4,1
30,Engineering,3,8807,10,2,2,0
48,Engineering,5,6192,10,3,3,1
35,Sales,4,9116,27,2,4,1
37,Finance,5,6759,12,2,1,0
58,Finance,5,6029,2,3,4,1
49,Finance,4,8095,26,4,1,0
31,Engineering,5,3063,23,1,4,0
28,Sales,3,4345,9,2,2,0
32,HR,2,3974,29,4,4,1
44,Engineering,5,7161,5,1,2,0
53,Engineering,3,8962,8,3,2,1
34,Sales,2,11649,21,2,1,0
58,Marketing,2,9596,14,2,4,1
50,Engineering,5,6330,7,3,4,1
27,Marketing,3,4740,7,2,4,1
30,Marketing,5,9055,9,1,2,0
29,Finance,4,9321,3,1,3,0
29,Sales,2,4954,14,3,4,1
47,Marketing,5,3279,17,2,4,1
33,Sales,2,5391,18,4,3,1
59,Finance,3,9439,12,2,1,0
44,Sales,1,3961,22,3,4,1
59,Engineering,5,9827,14,4,3,1
42,Marketing,5,4217,26,1,4,0
41,Sales,2,11566,26,1,2,0
48,HR,3,9007,28,4,3,1
27,Sales,4,7130,13,4,2,1
56,Marketing,3,4392,14,3,3,1
59,Finance,5,5076,9,2,1,0
37,Finance,4,11966,19,1,2,0
49,Marketing,3,7316,26,2,4,1
33,Engineering,1,9196,2,1,3,0
28,Engineering,2,7589,11,2,4,1
38,Finance,3,11142,17,1,1,0
58,Finance,3,9260,2,2,3,1
35,Marketing,1,11471,19,3,1,0
27,Engineering,5,10897,7,1,3,0
52,Finance,2,7841,18,3,2,0
53,Engineering,3,10161,13,1,4,1
33,Finance,4,4059,5,1,2,0
27,Sales,3,4922,18,1,2,0
49,HR,2,9101,23,2,2,0
58,Sales,3,7592,26,1,2,0
36,Finance,1,9349,24,3,3,1
33,HR,3,5473,24,2,4,1
39,HR,3,11108,29,2,3,1
49,Finance,4,11096,16,1,3,0
29,Finance,1,9748,15,4,3,1
35,Engineering,1,7549,8,2,2,0
58,Finance,3,3594,26,1,1,0
48,Marketing,4,8452,15,3,2,1
39,Finance,3,3506,25,4,3,1
32,Marketing,3,7889,1,2,2,0
29,Finance,2,10637,28,4,4,1
50,Engineering,2,11212,17,2,4,1
42,Marketing,4,4399,15,4,2,1
30,Sales,5,6201,14,4,2,1
37,Marketing,2,10854,14,3,1,0
52,Engineering,5,9763,10,4,2,1
29,Marketing,1,10962,2,3,2,1
37,Finance,2,8190,27,1,1,0
41,Finance,2,8681,6,2,2,0
56,Engineering,4,6678,17,3,2,0
53,HR,5,3336,5,2,2,0
27,Finance,2,4667,5,3,2,0
58,Sales,2,3909,15,2,2,0
51,Engineering,4,11467,15,3,3,1
37,Marketing,4,11204,20,2,2,0
57,Marketing,5,8122,11,1,1,0
30,Sales,1,11153,5,2,2,0
48,Finance,1,3973,28,1,3,0
43,Engineering,3,7270,1,1,1,0
40,Sales,2,4408,11,1,1,0
52,Finance,5,5288,11,4,2,1
57,Engineering,2,11738,6,2,4,1
37,Marketing,5,4218,23,4,3,1
49,Engineering,5,4420,8,4,4,1
51,HR,5,6377,2,2,2,0
31,Engineering,2,10501,15,1,3,0
29,HR,4,7098,23,4,4,1
55,Engineering,2,5738,22,4,3,1
47,HR,5,10619,9,3,2,1
34,Marketing,3,4842,15,2,3,0
56,Finance,1,11938,8,4,2,1
54,HR,5,5816,16,2,4,1
55,HR,3,3494,27,2,3,0
42,Marketing,4,9560,14,4,1,1
26,HR,5,8510,15,2,2,0
38,Sales,3,6444,20,1,3,0
37,Marketing,5,10543,13,4,1,1
53,Sales,2,10562,9,4,1,1
36,Marketing,3,6994,1,4,1,1
26,HR,2,10253,27,3,1,0
56,Sales,2,3045,6,3,2,0
37,HR,3,5057,8,3,3,1
51,Marketing,1,3663,27,3,1,0
41,HR,3,7668,27,4,3,1
55,Sales,1,5029,20,1,3,0
58,Sales,5,8717,18,2,4,1
48,HR,5,5696,27,2,3,0
59,Engineering,3,11831,18,4,2,1
30,Marketing,5,5663,26,1,2,0
43,Marketing,4,5745,17,2,1,0
54,HR,2,8004,21,1,3,0
31,Engineering,2,9321,16,4,2,1
34,Sales,1,8125,13,3,2,0
56,Finance,5,7948,22,1,2,0
58,Finance,1,7402,4,2,1,0
52,HR,2,6427,4,2,2,0
39,Engineering,2,8912,21,2,3,0
54,Engineering,5,3394,14,3,2,0
53,Marketing,4,6597,5,1,2,0
46,Sales,4,3329,16,1,1,0
28,Engineering,5,3772,14,2,3,0
44,Finance,5,11135,14,1,2,0
56,Sales,1,4645,14,2,3,0
28,Sales,5,4787,25,1,3,0
51,HR,4,3999,24,3,2,0
41,Engineering,5,4848,25,3,1,0
36,HR,1,4561,29,4,3,1
46,Engineering,1,3773,14,4,4,1
41,Marketing,1,10311,19,4,2,1
34,HR,1,8179,3,1,3,0
25,HR,3,4803,17,3,3,1
46,Finance,5,5050,14,3,3,1
50,HR,2,3747,10,3,2,0
42,Engineering,5,11125,13,2,4,1
38,Finance,3,8860,22,1,3,0
53,HR,1,6973,4,1,3,0
36,HR,3,4615,11,4,1,0
59,Marketing,4,6754,15,2,2,0
36,HR,4,8506,15,2,2,0
31,Sales,5,7221,24,3,3,1
53,Finance,5,8291,2,4,1,1
35,Sales,2,8854,11,1,3,0
57,Finance,2,3216,2,2,3,0
30,Marketing,4,4359,23,3,2,0
39,HR,1,6774,29,1,1,0
56,HR,3,8417,5,3,3,1
35,HR,2,7927,13,1,2,0
47,Finance,2,7429,1,3,3,1
50,HR,1,7606,7,1,3,0
58,Sales,1,7478,7,4,1,0
58,HR,5,4896,10,1,1,0
53,Marketing,3,10366,6,1,1,0
28,Sales,1,7427,20,1,3,0
41,HR,2,8361,12,3,4,1
59,HR,2,3641,13,2,1,0
37,Engineering,4,8346,24,1,4,1
39,Finance,1,7729,28,1,4,0
53,Sales,5,6627,11,4,4,1
53,Engineering,3,9594,18,1,2,0
35,Marketing,5,11387,2,4,3,1
56,Finance,2,6275,16,1,1,0
26,Sales,5,7050,2,3,3,1
38,HR,2,7553,19,2,3,0
44,Sales,2,7925,6,2,2,0
46,HR,2,5304,1,2,2,0
35,Finance,2,6343,11,3,2,0
51,HR,2,5056,18,4,3,1
27,Marketing,4,5808,10,2,4,1
41,HR,5,10092,18,3,3,1
52,Marketing,4,10226,28,3,2,1
53,Finance,4,3886,1,1,3,0
45,Finance,1,11584,19,4,2,1
40,Sales,1,10720,16,3,2,1
44,Marketing,1,5446,26,4,1,0
30,Marketing,3,6905,7,2,4,1
43,Engineering,1,9474,15,2,2,0
29,Engineering,5,6591,29,2,1,0
27,Engineering,4,5181,1,1,4,1
25,HR,5,8011,23,1,2,0
39,Engineering,1,8030,21,4,4,1
58,Marketing,3,3354,9,4,4,1
59,HR,3,5631,2,1,3,0
49,Finance,4,4521,17,3,1,0
48,Sales,5,5672,25,4,4,1
36,Engineering,2,5337,24,4,3,1
42,Finance,5,9968,10,2,4,1
39,Marketing,1,3628,6,4,3,1
40,Sales,2,10162,5,4,2,1
51,Finance,3,5679,8,3,2,0
32,Sales,4,8266,8,4,3,1
49,Engineering,4,7422,5,3,2,1
41,Marketing,3,10463,12,2,2,0
53,Sales,1,4126,7,1,2,0
32,Finance,3,4780,13,2,4,1
39,Engineering,1,9571,13,3,3,1
51,Engineering,2,11584,17,3,1,0
31,Finance,3,3825,4,4,1,0
27,Finance,1,10276,18,4,3,1
53,Sales,2,5395,10,1,4,0
48,HR,3,7145,3,3,2,1
27,Engineering,4,10059,12,3,2,1
44,Sales,3,8492,1,2,4,1
39,Finance,5,10111,27,1,1,0
49,Sales,3,9792,11,2,3,1
54,Finance,5,6551,18,4,3,1
38,Marketing,2,10711,13,4,4,1
31,Finance,3,6628,17,2,2,0
41,Finance,2,4565,8,4,2,1
44,Finance,2,6667,20,2,2,0
33,HR,1,9459,19,3,3,1
46,Finance,2,7096,17,3,1,0
26,Engineering,2,4019,2,4,3,1
48,Engineering,3,10928,3,1,4,1
32,Sales,3,11254,3,3,3,1
35,HR,4,8965,6,4,4,1
37,Sales,1,5269,10,1,3,0
41,Engineering,2,11835,24,4,1,1
32,Engineering,1,7721,22,2,4,1
45,Marketing,5,11408,18,4,2,1
42,Finance,2,3195,18,2,2,0
54,Engineering,1,6273,14,3,3,1
42,Sales,4,8110,16,3,3,1
55,Sales,4,10401,7,4,1,1
56,Finance,2,6212,1,1,1,0
35,Finance,5,5755,17,4,2,1
49,Marketing,4,4521,23,4,3,1
57,HR,4,8674,25,3,4,1
32,Sales,5,4080,5,3,1,0
35,Finance,1,8623,27,4,4,1
46,Sales,4,3721,1,3,4,1
48,Finance,3,4562,21,2,1,0
41,Engineering,4,3639,27,4,3,1
36,Sales,1,7260,17,3,4,1
56,Engineering,1,8190,10,4,3,1
39,Sales,2,6736,12,3,4,1
40,HR,3,10746,25,2,3,1
46,Marketing,1,3089,20,2,3,0
52,Engineering,5,4251,25,4,3,1
44,Finance,3,7703,2,2,3,1
57,HR,3,3348,23,2,1,0
34,Sales,5,7052,16,3,4,1
56,Engineering,4,5941,15,4,3,1
57,Sales,5,11437,28,3,2,1
26,Sales,5,3271,13,3,4,1
57,Sales,4,5030,18,1,4,0
57,Marketing,4,10836,28,2,3,1
37,Marketing,4,10041,20,3,4,1
54,Finance,4,8175,22,3,2,1
57,Engineering,4,4126,14,3,2,0
37,HR,5,7379,18,2,2,0
50,HR,2,11708,2,2,4,1
46,HR,2,11052,2,2,4,1
26,Sales,1,3611,3,4,3,1
50,Marketing,2,3749,5,3,4,1
39,Engineering,2,4856,25,2,4,1
58,Sales,5,11591,16,3,3,1
35,Marketing,4,4526,22,4,2,1
27,Marketing,4,9229,15,1,3,0
30,Engineering,5,11511,12,4,1,1
33,Engineering,2,11527,9,2,4,1
30,Engineering,5,5098,26,2,4,1
33,Sales,1,10865,14,4,1,1
55,Finance,4,3173,29,3,1,0
56,Engineering,3,3500,21,2,1,0
36,Finance,1,6646,16,2,3,0
32,Sales,1,9219,11,4,2,1
32,Finance,5,5363,6,3,3,1
52,HR,2,10540,10,4,1,1
44,Finance,4,4896,28,4,3,1
31,Engineering,3,8759,8,3,4,1
35,Sales,1,4778,16,3,3,1
44,Engineering,3,6057,3,1,1,0
40,HR,2,8190,2,4,4,1
28,Engineering,2,9997,16,3,2,1
30,Engineering,3,7747,19,2,3,0
46,Engineering,4,3045,9,1,3,0
50,Marketing,2,10758,16,4,1,1
27,HR,3,10053,22,3,2,1
38,Engineering,1,6201,26,1,4,0
35,Engineering,3,3455,28,1,1,0
42,Engineering,3,5924,4,2,1,0
36,Sales,5,10798,10,1,3,0
47,Marketing,2,3965,19,4,2,1
36,Sales,4,7964,13,3,1,0
37,Marketing,4,4528,18,1,3,0
49,Engineering,5,5976,15,1,4,1
43,HR,4,6071,4,4,1,1
32,Finance,3,7869,9,2,4,1
53,Finance,5,9387,4,2,4,1
56,Engineering,1,5521,29,3,3,1
42,Sales,2,9525,16,4,2,1
30,HR,2,4126,28,2,4,1
42,Marketing,2,9632,21,3,1,0
43,Engineering,3,8773,15,3,2,1
46,HR,1,10716,24,2,2,0
56,HR,5,6404,2,4,3,1
27,Marketing,5,7492,28,1,1,0
