Customer ID,Loan Amount,Annual Income,Credit Score,Employment Status,Marital Status,Loan Term (months),Number of Dependents,Previous Defaults,Loan Type,Payment History,Loan Default
2903,78666,49134,424,Unemployed,Married,86,1,0,Personal Loan,Poor,Yes
2904,16938,132366,776,Employed,Widowed,212,3,1,Mortgage,Average,No
2905,64792,67101,504,Employed,Divorced,45,3,0,Student Loan,Good,No
2906,49014,89443,592,Employed,Married,325,3,1,Auto Loan,Average,No
2907,27399,119111,720,Retired,Widowed,122,3,2,Personal Loan,Poor,No
2908,57329,77530,544,Employed,Married,327,2,1,Student Loan,Good,No
2909,65112,66799,503,Employed,Divorced,248,1,0,Student Loan,Poor,No
2910,96680,24827,320,Unemployed,Divorced,43,0,1,Mortgage,Average,Yes
2911,29058,116143,708,Self-employed,Single,220,2,0,Credit Card,Poor,No
2912,53747,82653,566,Employed,Single,143,0,0,Credit Card,Good,No
2913,90314,33699,357,Unemployed,Widowed,117,0,0,Credit Card,Poor,Yes
2914,24702,122828,738,Self-employed,Married,44,4,2,Credit Card,Good,No
2915,16120,133497,781,Retired,Married,54,1,2,Auto Loan,Good,No
2916,32076,111419,688,Retired,Divorced,118,2,1,Personal Loan,Poor,No
2917,15492,134527,787,Unemployed,Divorced,276,1,1,Personal Loan,Average,No
2918,13438,136972,799,Retired,Widowed,237,3,0,Auto Loan,Poor,No
2919,96245,25313,322,Unemployed,Single,190,1,2,Mortgage,Average,No
2920,90392,33598,356,Unemployed,Divorced,233,0,1,Personal Loan,Good,No
2921,17874,131362,772,Self-employed,Married,136,3,1,Student Loan,Good,No
2922,14557,135445,792,Self-employed,Divorced,287,1,2,Personal Loan,Good,No
2923,78933,48807,421,Unemployed,Single,178,1,0,Auto Loan,Good,No
2924,48303,90423,596,Employed,Married,162,0,1,Mortgage,Good,No
2925,49028,89390,592,Employed,Single,52,3,0,Personal Loan,Good,No
2926,66476,65226,495,Employed,Widowed,311,0,2,Auto Loan,Poor,No
2927,55931,79550,554,Employed,Widowed,46,1,2,Student Loan,Poor,No
2928,40529,100072,638,Employed,Single,325,2,1,Credit Card,Poor,No
2929,97492,23558,315,Unemployed,Married,315,2,1,Student Loan,Average,No
2930,44081,95308,617,Employed,Single,242,4,2,Student Loan,Poor,No
2931,62134,70113,516,Employed,Divorced,226,2,0,Mortgage,Average,No
2932,60409,72999,528,Employed,Divorced,325,3,0,Personal Loan,Average,No
2933,58682,75878,536,Employed,Single,112,4,2,Credit Card,Good,No
2934,72843,56343,457,Unemployed,Divorced,68,3,1,Auto Loan,Average,Yes
2935,56860,78219,549,Employed,Single,226,2,2,Credit Card,Poor,No
2936,73878,55186,451,Unemployed,Divorced,167,2,1,Personal Loan,Average,Yes
2937,72468,56966,459,Unemployed,Single,75,1,0,Mortgage,Good,Yes
2938,75080,53769,445,Unemployed,Divorced,73,3,1,Personal Loan,Poor,Yes
2939,11581,139932,810,Retired,Married,350,0,0,Auto Loan,Average,No
2940,7204,146264,837,Unemployed,Married,73,1,2,Credit Card,Poor,No
2941,22569,125423,750,Unemployed,Divorced,105,3,1,Student Loan,Good,No
2942,60318,73218,528,Employed,Single,352,4,0,Personal Loan,Average,No
2943,86159,39229,379,Unemployed,Divorced,37,3,1,Mortgage,Average,Yes
2944,44121,95209,617,Employed,Widowed,132,4,0,Mortgage,Average,No
2945,79663,47877,417,Unemployed,Widowed,61,4,0,Credit Card,Good,No
2946,56934,78001,548,Employed,Single,263,2,2,Student Loan,Good,No
2947,28483,117137,713,Employed,Divorced,47,0,2,Auto Loan,Good,No
2948,71852,58084,463,Unemployed,Divorced,300,3,1,Student Loan,Poor,Yes
2949,39531,101780,644,Self-employed,Married,111,0,0,Credit Card,Poor,No
2950,31489,112892,693,Employed,Single,335,4,2,Student Loan,Good,No
2951,87745,36806,371,Unemployed,Widowed,340,2,1,Credit Card,Good,No
2952,34009,108635,677,Employed,Widowed,147,0,2,Student Loan,Average,No
2953,18669,130177,768,Retired,Single,205,1,1,Personal Loan,Poor,No
2954,72435,57034,460,Unemployed,Widowed,232,4,2,Mortgage,Poor,Yes
2955,70031,60317,472,Unemployed,Single,290,1,2,Credit Card,Average,Yes
2956,59122,75468,534,Employed,Widowed,337,0,0,Credit Card,Poor,No
2957,86412,39094,378,Unemployed,Widowed,66,0,0,Mortgage,Poor,Yes
2958,57142,77796,546,Employed,Single,121,0,2,Auto Loan,Good,No
2959,92498,30589,344,Unemployed,Single,160,3,0,Credit Card,Poor,Yes
2960,57579,77221,543,Employed,Widowed,276,4,2,Personal Loan,Poor,No
2961,8081,144855,831,Employed,Widowed,173,4,1,Student Loan,Good,No
2962,98789,21657,308,Unemployed,Married,198,4,2,Personal Loan,Average,Yes
2963,27890,118300,717,Retired,Divorced,140,3,2,Credit Card,Poor,No
2964,13244,137229,800,Retired,Single,119,0,1,Auto Loan,Good,No
2965,70677,59531,469,Unemployed,Single,79,0,1,Credit Card,Average,Yes
2966,60754,72227,525,Employed,Divorced,77,1,0,Auto Loan,Good,No
2967,97949,23164,313,Unemployed,Married,155,3,1,Mortgage,Average,Yes
2968,31292,113078,694,Self-employed,Widowed,64,2,0,Student Loan,Average,No
2969,37784,103973,655,Employed,Widowed,139,3,2,Personal Loan,Average,No
2970,69307,61247,477,Employed,Married,332,1,1,Auto Loan,Average,No
2971,23658,124041,743,Self-employed,Married,218,1,2,Personal Loan,Good,No
2972,85797,39601,380,Unemployed,Divorced,331,1,0,Mortgage,Poor,Yes
2973,30675,113966,697,Self-employed,Divorced,227,0,1,Credit Card,Good,No
2974,61819,70599,518,Employed,Widowed,79,2,0,Auto Loan,Average,No
2975,47318,91545,602,Employed,Married,73,1,0,Student Loan,Good,No
2976,14692,135295,791,Unemployed,Married,221,4,1,Auto Loan,Poor,No
2977,96881,24552,319,Unemployed,Widowed,348,0,1,Credit Card,Poor,Yes
2978,13820,136452,796,Employed,Widowed,338,2,0,Credit Card,Poor,No
2979,93397,29417,339,Unemployed,Widowed,63,4,1,Student Loan,Average,Yes
2980,56631,78579,552,Employed,Widowed,127,2,0,Student Loan,Average,No
2981,20707,127525,761,Unemployed,Widowed,76,2,2,Mortgage,Poor,No
2982,49859,88207,587,Employed,Divorced,141,4,2,Personal Loan,Good,No
2983,46971,92055,604,Employed,Widowed,188,3,1,Auto Loan,Poor,No
2984,25056,122266,734,Unemployed,Married,289,2,1,Mortgage,Poor,No
2985,41877,98270,630,Employed,Single,174,3,2,Personal Loan,Average,No
2986,17855,131426,772,Retired,Divorced,343,2,0,Mortgage,Good,No
2987,12851,137865,802,Self-employed,Married,163,4,0,Student Loan,Average,No
2988,97446,23722,315,Unemployed,Single,247,2,0,Student Loan,Average,Yes
2989,48148,90442,596,Employed,Divorced,169,1,1,Credit Card,Average,No
2990,29351,115632,706,Unemployed,Widowed,338,1,0,Auto Loan,Average,No
2991,70160,60031,471,Unemployed,Divorced,117,2,1,Auto Loan,Good,Yes
2992,41244,99235,633,Employed,Widowed,317,4,1,Auto Loan,Average,No
2993,83916,41438,390,Unemployed,Widowed,266,4,1,Mortgage,Poor,Yes
2994,56407,78819,552,Employed,Widowed,124,0,2,Mortgage,Good,No
2995,67507,63856,488,Employed,Single,41,4,0,Auto Loan,Poor,No
2996,75188,53576,445,Unemployed,Divorced,23,3,1,Credit Card,Average,Yes
2997,68936,61938,479,Employed,Widowed,188,2,0,Personal Loan,Poor,No
2998,63342,69028,512,Employed,Married,349,1,2,Mortgage,Good,No
2999,55729,79807,555,Employed,Divorced,57,4,0,Auto Loan,Average,No
3000,62492,69877,515,Employed,Married,182,1,2,Student Loan,Good,No
3001,28284,117783,715,Retired,Single,141,0,1,Mortgage,Good,No
3002,67812,63461,486,Employed,Single,256,2,1,Personal Loan,Poor,No
3003,31015,113474,695,Self-employed,Divorced,214,4,2,Mortgage,Poor,No
3004,69929,60469,473,Unemployed,Single,237,1,1,Personal Loan,Poor,Yes
3005,38402,103136,652,Unemployed,Single,91,4,0,Personal Loan,Average,No
3006,84930,40435,385,Unemployed,Divorced,321,0,0,Mortgage,Average,Yes
3007,37658,104117,655,Retired,Married,46,1,2,Personal Loan,Average,No
3008,89896,34191,359,Unemployed,Widowed,63,1,0,Mortgage,Average,Yes
3009,37049,104726,659,Unemployed,Divorced,172,2,1,Mortgage,Average,No
3010,9158,143658,826,Retired,Divorced,95,2,1,Credit Card,Average,No
3011,14435,135660,793,Unemployed,Widowed,339,1,1,Student Loan,Average,No
3012,79964,47386,414,Unemployed,Married,37,2,0,Personal Loan,Good,Yes
3013,76368,51721,437,Unemployed,Widowed,236,1,1,Mortgage,Average,Yes
3014,59336,74786,533,Employed,Widowed,328,3,0,Personal Loan,Poor,No
3015,90305,33704,357,Unemployed,Married,165,4,2,Mortgage,Poor,Yes
3016,58072,76635,540,Employed,Married,304,3,1,Mortgage,Average,No
3017,98574,22123,310,Unemployed,Widowed,106,3,2,Mortgage,Good,No
3018,32598,110710,684,Retired,Widowed,236,4,0,Student Loan,Good,No
3019,18986,129837,766,Self-employed,Divorced,278,1,0,Personal Loan,Good,No
3020,15278,134912,788,Unemployed,Married,52,1,2,Student Loan,Average,No
3021,53456,82993,567,Employed,Single,144,2,1,Student Loan,Poor,No
3022,16556,132752,778,Self-employed,Married,77,0,1,Student Loan,Average,No
3023,40503,100122,638,Employed,Widowed,221,1,1,Student Loan,Average,No
3024,28383,117512,714,Employed,Widowed,164,4,2,Credit Card,Poor,No
3025,81429,45416,406,Unemployed,Widowed,183,0,0,Personal Loan,Poor,Yes
3026,98782,21814,308,Unemployed,Widowed,336,4,2,Personal Loan,Poor,Yes
3027,41609,98537,631,Employed,Single,70,4,0,Mortgage,Average,No
3028,62043,70258,517,Employed,Married,195,4,1,Personal Loan,Average,No
3029,87985,36508,369,Unemployed,Single,191,0,1,Student Loan,Poor,Yes
3030,36860,105166,661,Unemployed,Single,333,3,0,Auto Loan,Average,No
3031,41397,98916,632,Employed,Widowed,335,4,1,Personal Loan,Average,No
3032,16064,133710,781,Retired,Single,23,2,2,Auto Loan,Average,No
3033,73388,55699,454,Unemployed,Widowed,79,1,0,Credit Card,Good,Yes
3034,65576,66335,501,Employed,Widowed,340,1,1,Mortgage,Average,No
3035,65100,66806,503,Employed,Widowed,213,1,1,Mortgage,Good,No
3036,42158,97853,628,Employed,Single,17,0,1,Mortgage,Average,No
3037,52882,83768,570,Employed,Widowed,26,2,1,Credit Card,Poor,No
3038,73344,55739,455,Unemployed,Single,53,2,0,Student Loan,Poor,Yes
3039,74092,54785,450,Unemployed,Married,42,2,0,Auto Loan,Good,Yes
3040,76260,51980,438,Unemployed,Widowed,192,2,1,Personal Loan,Poor,Yes
3041,33454,109335,679,Retired,Divorced,273,2,2,Student Loan,Poor,No
3042,26083,120719,728,Employed,Divorced,300,3,2,Mortgage,Poor,No
3043,30184,114702,701,Retired,Divorced,32,2,2,Mortgage,Good,No
3044,36921,105016,660,Retired,Divorced,193,2,2,Student Loan,Average,No
3045,98812,21609,308,Unemployed,Divorced,195,0,0,Auto Loan,Poor,Yes
3046,51220,86253,577,Employed,Single,255,0,0,Student Loan,Average,No
3047,36705,105481,662,Unemployed,Married,160,2,2,Credit Card,Good,No
3048,32306,111128,686,Retired,Single,267,3,0,Mortgage,Poor,No
3049,79478,48141,419,Unemployed,Widowed,111,2,2,Auto Loan,Average,Yes
3050,77805,50009,429,Unemployed,Married,66,2,1,Personal Loan,Poor,Yes
3051,6341,147581,842,Unemployed,Married,197,2,1,Mortgage,Average,No
3052,18116,130966,771,Retired,Married,331,4,2,Student Loan,Average,No
3053,95084,26782,327,Unemployed,Married,97,3,0,Auto Loan,Poor,Yes
3054,31745,112072,691,Unemployed,Divorced,185,1,2,Mortgage,Average,No
3055,27031,119352,722,Unemployed,Widowed,33,2,0,Personal Loan,Average,No
3056,81218,45933,408,Unemployed,Married,255,1,1,Personal Loan,Poor,Yes
3057,42573,97154,625,Employed,Married,71,3,0,Student Loan,Average,No
3058,94135,28307,334,Unemployed,Divorced,115,2,2,Credit Card,Average,Yes
3059,31734,112207,691,Self-employed,Single,150,1,1,Student Loan,Good,No
3060,21905,126209,755,Retired,Single,314,1,1,Auto Loan,Good,No
3061,20254,128297,763,Self-employed,Single,170,3,0,Student Loan,Average,No
3062,43623,95874,619,Employed,Widowed,243,2,1,Auto Loan,Poor,No
3063,71629,58346,464,Unemployed,Single,88,4,1,Credit Card,Good,Yes
3064,17149,132138,775,Self-employed,Married,29,3,0,Student Loan,Good,No
3065,61575,70772,520,Employed,Divorced,33,4,1,Personal Loan,Average,No
3066,46914,92084,605,Employed,Divorced,195,2,2,Auto Loan,Good,No
3067,70095,60149,472,Unemployed,Single,156,1,0,Auto Loan,Poor,Yes
3068,35355,106700,670,Self-employed,Divorced,49,3,0,Personal Loan,Average,No
3069,79842,47526,415,Unemployed,Married,292,3,0,Student Loan,Good,No
3070,28669,116758,712,Unemployed,Single,299,3,0,Credit Card,Poor,No
3071,36455,105712,663,Unemployed,Married,154,0,2,Mortgage,Poor,No
3072,5769,148447,846,Unemployed,Widowed,24,2,0,Student Loan,Average,No
3073,49629,88477,588,Employed,Married,197,0,2,Student Loan,Average,No
3074,95874,25695,324,Unemployed,Married,278,3,0,Auto Loan,Average,Yes
3075,71061,59169,467,Unemployed,Married,280,3,0,Auto Loan,Good,Yes
3076,64182,67947,507,Employed,Married,108,4,1,Credit Card,Poor,No
3077,64765,67224,504,Employed,Widowed,305,0,1,Credit Card,Average,No
3078,66135,65865,498,Employed,Single,12,1,2,Credit Card,Good,No
3079,81274,45553,407,Unemployed,Married,306,2,1,Personal Loan,Poor,Yes
3080,23297,124501,745,Employed,Single,38,1,0,Mortgage,Poor,No
3081,55139,80410,557,Employed,Divorced,47,1,2,Mortgage,Poor,No
3082,23888,123754,742,Self-employed,Married,171,2,1,Credit Card,Poor,No
3083,32516,110895,684,Unemployed,Married,42,3,0,Auto Loan,Good,No
3084,81820,44816,404,Unemployed,Divorced,138,4,1,Mortgage,Average,Yes
3085,59268,75026,534,Employed,Single,273,3,1,Student Loan,Poor,No
3086,61704,70705,519,Employed,Widowed,356,3,1,Personal Loan,Poor,No
3087,54115,81922,564,Employed,Married,221,0,1,Auto Loan,Good,No
3088,14435,135700,793,Employed,Divorced,161,1,0,Personal Loan,Poor,No
3089,45379,93914,611,Employed,Divorced,42,1,1,Student Loan,Average,No
3090,98747,21881,309,Unemployed,Married,111,1,2,Mortgage,Good,No
3091,70618,59567,469,Unemployed,Single,340,4,2,Personal Loan,Good,Yes
3092,64659,67365,505,Employed,Single,313,4,1,Personal Loan,Poor,No
3093,6125,147928,843,Retired,Married,230,4,2,Personal Loan,Good,No
3094,41258,99211,633,Employed,Divorced,264,2,1,Student Loan,Good,No
3095,48525,90122,594,Employed,Married,182,4,0,Auto Loan,Poor,No
3096,81709,45006,404,Unemployed,Widowed,268,0,0,Auto Loan,Good,Yes
3097,69323,61198,476,Employed,Widowed,68,0,2,Student Loan,Good,No
3098,83187,42831,395,Unemployed,Single,20,3,2,Personal Loan,Poor,Yes
3099,26253,120649,727,Unemployed,Widowed,16,3,1,Personal Loan,Poor,No
3100,87986,36459,369,Unemployed,Divorced,346,3,1,Credit Card,Poor,Yes
3101,75902,52443,440,Unemployed,Widowed,125,3,1,Mortgage,Poor,Yes
3102,68734,62316,480,Employed,Married,276,0,0,Mortgage,Average,No
3103,29070,116131,708,Unemployed,Divorced,184,3,1,Auto Loan,Poor,No
3104,52414,84486,571,Employed,Single,231,0,0,Student Loan,Poor,No
3105,95735,25877,325,Unemployed,Single,216,4,2,Personal Loan,Average,Yes
3106,70661,59553,469,Unemployed,Widowed,35,4,0,Mortgage,Average,Yes
3107,15699,134137,785,Self-employed,Single,181,2,2,Student Loan,Poor,No
3108,96652,24922,320,Unemployed,Married,114,3,0,Student Loan,Good,No
3109,9760,142778,823,Retired,Divorced,71,4,0,Personal Loan,Average,No
3110,13415,137018,799,Employed,Married,97,4,1,Student Loan,Good,No
3111,96748,24686,319,Unemployed,Married,266,1,2,Mortgage,Good,Yes
3112,75812,52766,441,Unemployed,Married,176,1,0,Credit Card,Average,Yes
3113,40634,99943,637,Employed,Married,178,0,0,Mortgage,Average,No
3114,76246,52006,438,Unemployed,Divorced,95,2,2,Credit Card,Poor,Yes
3115,76696,51422,435,Unemployed,Divorced,213,1,0,Student Loan,Poor,Yes
3116,13712,136590,797,Retired,Married,101,2,2,Mortgage,Poor,No
3117,5492,148886,847,Employed,Married,100,4,2,Personal Loan,Average,No
3118,91231,32205,351,Unemployed,Single,131,0,2,Student Loan,Poor,Yes
3119,35523,106590,668,Employed,Single,167,2,0,Personal Loan,Good,No
3120,82709,43527,398,Unemployed,Divorced,199,1,0,Credit Card,Average,Yes
3121,17763,131483,773,Retired,Single,199,4,1,Auto Loan,Good,No
3122,86734,38443,376,Unemployed,Divorced,273,3,2,Auto Loan,Average,No
3123,87970,36524,369,Unemployed,Divorced,63,4,0,Credit Card,Average,Yes
3124,13792,136477,796,Retired,Widowed,151,1,0,Auto Loan,Good,No
3125,79441,48202,419,Unemployed,Divorced,30,1,2,Student Loan,Good,Yes
3126,51733,85552,575,Employed,Single,86,3,2,Student Loan,Good,No
3127,65774,66142,500,Employed,Widowed,241,4,2,Mortgage,Average,No
3128,54376,81692,563,Employed,Single,141,2,1,Student Loan,Poor,No
3129,39020,102384,647,Employed,Divorced,66,2,1,Auto Loan,Poor,No
3130,84561,40855,387,Unemployed,Divorced,282,4,1,Personal Loan,Poor,Yes
3131,37972,103747,654,Unemployed,Married,111,2,2,Mortgage,Good,No
3132,55290,80372,557,Employed,Divorced,80,4,0,Personal Loan,Average,No
3133,81666,45095,405,Unemployed,Widowed,310,4,2,Auto Loan,Poor,Yes
3134,71387,58724,465,Unemployed,Divorced,28,1,0,Personal Loan,Poor,Yes
3135,63067,69241,512,Employed,Married,127,0,1,Auto Loan,Average,No
3136,24337,123119,739,Self-employed,Divorced,163,1,1,Student Loan,Good,No
3137,60835,72003,524,Employed,Divorced,341,2,1,Mortgage,Average,No
3138,49760,88379,587,Employed,Divorced,127,0,0,Credit Card,Average,No
3139,30121,114837,701,Employed,Married,41,4,0,Auto Loan,Average,No
3140,31806,111996,690,Self-employed,Single,334,2,2,Student Loan,Poor,No
3141,28387,117454,714,Retired,Divorced,62,3,2,Personal Loan,Poor,No
3142,30510,114283,699,Retired,Widowed,71,2,2,Student Loan,Average,No
3143,88309,35972,368,Unemployed,Married,240,0,1,Personal Loan,Poor,Yes
3144,8832,143805,827,Employed,Widowed,270,0,2,Personal Loan,Poor,No
3145,30931,113846,696,Retired,Divorced,16,4,1,Personal Loan,Average,No
3146,83069,42927,395,Unemployed,Married,39,3,0,Personal Loan,Good,No
3147,11150,140589,813,Unemployed,Divorced,265,4,1,Mortgage,Poor,No
3148,14446,135657,793,Unemployed,Widowed,242,3,1,Personal Loan,Poor,No
3149,51002,86630,579,Employed,Married,211,3,1,Mortgage,Average,No
3150,23322,124428,745,Employed,Single,343,4,0,Credit Card,Poor,No
3151,10126,142035,821,Retired,Single,282,2,0,Mortgage,Average,No
3152,60680,72347,526,Employed,Single,350,1,2,Personal Loan,Average,No
3153,26834,119708,723,Employed,Divorced,315,3,2,Credit Card,Average,No
3154,7219,146244,837,Self-employed,Married,57,0,2,Student Loan,Good,No
3155,33854,108860,678,Employed,Widowed,39,4,0,Mortgage,Average,No
3156,35911,106210,666,Employed,Widowed,18,2,0,Student Loan,Average,No
3157,48925,89518,592,Employed,Divorced,243,3,0,Credit Card,Average,No
3158,66389,65283,495,Employed,Divorced,210,2,0,Mortgage,Poor,No
3159,39707,101326,643,Unemployed,Widowed,105,4,0,Personal Loan,Average,No
3160,91250,32205,351,Unemployed,Married,93,0,1,Mortgage,Average,No
3161,11397,140243,811,Unemployed,Divorced,99,3,2,Personal Loan,Poor,No
3162,33141,109874,681,Self-employed,Married,197,3,1,Auto Loan,Poor,No
3163,90957,32748,353,Unemployed,Widowed,254,2,2,Mortgage,Average,Yes
3164,84141,41097,388,Unemployed,Married,79,4,1,Mortgage,Average,Yes
3165,98045,23092,312,Unemployed,Single,322,1,0,Student Loan,Good,No
3166,60312,73311,528,Employed,Widowed,198,3,2,Student Loan,Average,No
3167,83339,42692,394,Unemployed,Single,250,0,1,Credit Card,Poor,Yes
3168,7911,144954,832,Unemployed,Widowed,229,3,2,Personal Loan,Average,No
3169,82373,43862,400,Unemployed,Single,119,3,0,Student Loan,Good,Yes
3170,32734,110396,682,Unemployed,Married,318,1,0,Credit Card,Poor,No
3171,41060,99507,635,Employed,Widowed,49,1,2,Personal Loan,Good,No
3172,40488,100152,638,Retired,Widowed,287,4,2,Personal Loan,Average,No
3173,48088,90469,596,Employed,Single,21,3,0,Personal Loan,Average,No
3174,96598,24926,320,Unemployed,Married,37,3,0,Auto Loan,Average,Yes
3175,32192,111299,686,Unemployed,Widowed,59,2,0,Personal Loan,Good,No
3176,97247,23969,316,Unemployed,Divorced,358,2,1,Credit Card,Good,Yes
3177,73368,55733,455,Unemployed,Single,25,0,2,Personal Loan,Average,Yes
3178,48642,89855,593,Employed,Widowed,111,0,0,Personal Loan,Good,No
3179,69077,61743,478,Employed,Married,198,2,2,Credit Card,Poor,No
3180,70344,59876,471,Unemployed,Married,23,0,1,Mortgage,Average,Yes
3181,20850,127445,761,Self-employed,Married,290,3,1,Personal Loan,Average,No
3182,85070,40323,385,Unemployed,Married,352,1,0,Credit Card,Good,Yes
3183,88042,36428,368,Unemployed,Single,339,3,2,Student Loan,Average,Yes
3184,74298,54578,448,Unemployed,Widowed,178,2,1,Credit Card,Average,Yes
3185,35620,106486,668,Self-employed,Single,133,4,2,Auto Loan,Average,No
3186,20036,128577,763,Employed,Single,106,4,2,Student Loan,Good,No
3187,52638,84140,571,Employed,Married,36,2,0,Mortgage,Poor,No
3188,7100,146378,838,Self-employed,Divorced,28,3,1,Mortgage,Good,No
3189,21032,127325,760,Employed,Married,40,0,1,Credit Card,Average,No
3190,37854,103829,655,Self-employed,Divorced,334,0,1,Credit Card,Poor,No
3191,95373,26364,326,Unemployed,Single,352,4,2,Personal Loan,Average,Yes
3192,5526,148867,847,Self-employed,Married,324,2,1,Personal Loan,Average,No
3193,73785,55349,453,Unemployed,Married,83,2,1,Auto Loan,Good,Yes
3194,99663,20691,302,Unemployed,Single,281,1,2,Personal Loan,Average,Yes
3195,6898,146899,839,Employed,Married,261,4,1,Credit Card,Good,No
3196,29417,115598,706,Self-employed,Widowed,306,2,1,Credit Card,Average,No
3197,51163,86467,578,Employed,Divorced,155,1,2,Personal Loan,Average,No
3198,66087,65896,498,Employed,Divorced,285,0,1,Auto Loan,Poor,No
3199,57780,77062,542,Employed,Divorced,234,4,0,Credit Card,Average,No
3200,28429,117266,714,Unemployed,Married,86,4,2,Auto Loan,Good,No
3201,40854,99762,636,Employed,Widowed,113,2,1,Credit Card,Average,No
3202,90132,33861,358,Unemployed,Married,31,2,0,Auto Loan,Good,Yes
3203,28664,116837,712,Unemployed,Divorced,128,3,2,Auto Loan,Average,No
3204,15975,133779,782,Self-employed,Married,185,0,1,Auto Loan,Average,No
3205,34192,108302,675,Unemployed,Divorced,184,0,2,Personal Loan,Average,No
3206,25219,121710,733,Employed,Single,15,1,0,Mortgage,Poor,No
3207,52775,83928,570,Employed,Divorced,351,1,2,Auto Loan,Poor,No
3208,21544,126643,756,Retired,Single,159,3,1,Auto Loan,Average,No
3209,14348,135720,793,Retired,Single,125,0,0,Credit Card,Poor,No
3210,38361,103231,652,Self-employed,Single,332,1,2,Mortgage,Average,No
3211,69178,61347,477,Employed,Divorced,178,0,1,Credit Card,Good,No
3212,98016,23121,313,Unemployed,Widowed,311,0,1,Credit Card,Poor,Yes
3213,37920,103793,655,Employed,Divorced,129,1,0,Auto Loan,Average,No
3214,79460,48164,419,Unemployed,Married,111,2,0,Student Loan,Average,No
3215,81329,45491,406,Unemployed,Married,285,2,2,Mortgage,Average,Yes
3216,56001,79222,553,Employed,Widowed,186,1,1,Credit Card,Good,No
3217,82949,43165,397,Unemployed,Widowed,170,3,0,Student Loan,Good,Yes
3218,15616,134250,786,Employed,Widowed,238,4,1,Student Loan,Good,No
3219,97420,23748,315,Unemployed,Single,49,0,2,Credit Card,Good,No
3220,27671,118581,718,Unemployed,Widowed,209,4,0,Auto Loan,Good,No
3221,80749,46553,411,Unemployed,Widowed,147,1,2,Personal Loan,Average,Yes
3222,13717,136547,796,Unemployed,Widowed,115,0,2,Credit Card,Poor,No
3223,55288,80380,557,Employed,Divorced,204,4,0,Auto Loan,Good,No
3224,67068,64331,490,Employed,Married,261,2,2,Mortgage,Average,No
3225,29160,116033,708,Self-employed,Married,24,3,1,Auto Loan,Good,No
3226,28648,116844,712,Self-employed,Widowed,66,4,0,Student Loan,Good,No
3227,11090,140617,814,Employed,Married,355,3,1,Mortgage,Good,No
3228,70641,59560,469,Unemployed,Divorced,96,2,2,Mortgage,Poor,Yes
3229,60106,73865,530,Employed,Married,120,4,0,Personal Loan,Average,No
3230,65272,66686,502,Employed,Single,54,1,1,Personal Loan,Average,No
3231,43559,95910,620,Employed,Divorced,82,0,1,Credit Card,Average,No
3232,96749,24675,319,Unemployed,Married,279,2,1,Auto Loan,Good,No
3233,50838,86706,579,Employed,Married,70,3,1,Credit Card,Good,No
3234,21241,126985,758,Unemployed,Divorced,55,3,1,Personal Loan,Poor,No
3235,19567,129021,765,Employed,Married,283,2,2,Student Loan,Average,No
3236,8744,144062,828,Employed,Married,25,1,2,Personal Loan,Good,No
3237,6524,147359,841,Employed,Widowed,123,1,2,Auto Loan,Good,No
3238,42125,97986,629,Employed,Single,325,3,2,Student Loan,Poor,No
3239,43437,96216,621,Employed,Divorced,239,2,2,Credit Card,Poor,No
3240,92939,30068,342,Unemployed,Widowed,180,2,2,Credit Card,Good,No
3241,59756,74460,532,Employed,Married,302,0,2,Personal Loan,Good,No
3242,25953,120766,729,Employed,Divorced,257,3,1,Personal Loan,Poor,No
3243,65566,66418,501,Employed,Divorced,277,1,2,Credit Card,Average,No
3244,80969,46206,410,Unemployed,Single,348,4,1,Credit Card,Poor,Yes
3245,5929,148180,844,Retired,Single,254,1,0,Mortgage,Average,No
3246,99851,20287,301,Unemployed,Divorced,169,1,2,Auto Loan,Poor,Yes
3247,83603,42337,392,Unemployed,Single,311,4,1,Mortgage,Poor,Yes
3248,84676,40666,386,Unemployed,Single,338,3,0,Mortgage,Average,Yes
3249,13712,136595,797,Self-employed,Married,29,0,0,Credit Card,Poor,No
3250,99270,21161,306,Unemployed,Single,94,1,1,Auto Loan,Good,Yes
3251,15442,134817,788,Unemployed,Single,346,1,1,Credit Card,Average,No
3252,10744,141025,817,Self-employed,Widowed,242,3,1,Mortgage,Poor,No
3253,26225,120667,727,Retired,Married,353,3,2,Mortgage,Average,No
3254,32962,110071,681,Self-employed,Married,264,2,0,Credit Card,Average,No
3255,28171,118064,716,Retired,Divorced,178,3,2,Personal Loan,Good,No
3256,71320,58751,465,Unemployed,Single,53,3,2,Personal Loan,Average,Yes
3257,39228,102063,646,Employed,Widowed,260,1,2,Credit Card,Average,No
3258,21673,126511,756,Unemployed,Widowed,259,0,0,Student Loan,Poor,No
3259,33380,109389,680,Employed,Married,297,1,0,Student Loan,Good,No
3260,89458,34758,362,Unemployed,Single,31,3,0,Personal Loan,Poor,Yes
3261,51514,85780,576,Employed,Widowed,53,2,1,Auto Loan,Good,No
3262,14503,135614,792,Unemployed,Divorced,356,0,2,Mortgage,Average,No
3263,97910,23178,313,Unemployed,Single,98,2,1,Auto Loan,Good,Yes
3264,76324,51831,437,Unemployed,Single,272,4,1,Personal Loan,Poor,Yes
3265,98533,22176,311,Unemployed,Single,317,2,2,Credit Card,Good,No
